,target,sentence,label
295,cool,And it does involve some pretty cool moonlighting .,cool_1
296,cool,It ’s a pretty cool place .,cool_1
297,cool,Let the chips cool for at least 5 minutes and then enjoy !,cool_2
298,cool,"With the allure of cool days and pumpkin - everything , there ’s only so much more I can take of ice water and chopped salads for dinner .",cool_2
299,cool,"Are the premises adequately climate controlled — warm enough in winter , cool enough in summer ?",cool_2
300,cool,zebra bedroom ideas decorating cool photos decorated on wall for teenage girl beautiful white study desk animal print i.,cool_1
301,cool,"Congrats Tuke 300th post is cool , thumbs up cause your post content are totally cool not the regular # food post is what got me hooked btw ..",cool_1
302,cool,So you have made the switch from Linux to Mac OSX and you realize that owning a Mac is not just about cool software it is about some of the greatest hardware you will ever use .,cool_1
303,cool,The Opolis is such a cool music venue and Tyson was right in his element .,cool_1
304,cool,The cool pattern of dovetails is what makes them so valuable .,cool_1
305,cool,"Store in a cool , dry place ( 59 ° F-85 ° F ) away from direct light .",cool_2
306,cool,"Most succulents usually have very shallow root systems , so they can be made into very cool and creative arrangements around the house or for weddings , such as making a vertical garden or using a glass container to make a mini succulent terrarium .",cool_1
307,cool,"September to November in the north of the country is fairly cool , with temperatures of around 17ºC. This period offers relief from the stifling summer , December through February , when temperatures climb to around 30ºC.",cool_2
308,cool,"The announcement came with this teaser , depicting the surviving members of the Stark family gathering in the Crypts of Winterfell to look cool and pose with swords .",cool_1
309,cool,"This salad is perfect to make when you ’re brewing up a batch of chicken stock if you ’re starting off with fresh chicken ( poach the chicken in the pot , let it cool , remove the meat , and then return the bones to the stock to simmer ) .",cool_2
310,cool,"So , it ’s cool .",cool_2
311,cool,Her Beet roots look cool with the darker veins in the leaves .,cool_1
312,cool,"And like family they 've given us the heads up on cool shows to check out , and even sent us fun surprises in the mail .",cool_1
313,cool,even with all the cool stuff going on .,cool_1
314,cool,The Myers piece appears to have been given a cool reception on Twitter .,cool_2
315,cool,Taking a cool bath can make it shave less .,cool_2
316,cool,"It is part of the Plympton Community Magazine guarantee that all materials are pushed completely through each and every letterbox , both for security purposes and to help keep cool homes cool , and warm homes warm .",cool_2
317,cool,We saw this cool Sol LeWitt wall at MASS MoCA .,cool_1
318,cool,Here was a cool bonus … right outside of the line area was a stage set up for festivities .,cool_1
319,cool,I was really glad to see that many of the cool things that people register for are not absolute essentials because we just do n’t have the space for so many things !,cool_1
320,cool,"Nail Stickers / Wraps : On the off chance that you do n’t have room schedule - wise to make cool nail craftsmanship , get a premade plan and press it onto your fingertips for seeing one ’s nails .",cool_1
321,cool,Try pairing an Amiri leather appliqued camouflage print cotton canvas jacket with a black skater skirt if you 're hunting for an outfit idea for when you want to look casually cool .,cool_1
322,cool,and they look cool too ! !,cool_1
323,cool,"It is cool that you ’re seeking a job to get a income , however , also you will require some difficulties with restart .",cool_1
324,cool,Wash gently in cool water with mild soap .,cool_2
325,cool,Developing new presentations and assignments is cool but it takes time .,cool_1
326,cool,Pretty cool and stylish asymmetrical short haircut for natural light brown hair .,cool_1
327,cool,Keep in a cool dry place .,cool_2
328,cool,There ’s even a really cool Superman costume hoodie that ’s super - stylish .,cool_1
329,cool,One cool feature of docstrings is that Python can use them to automatically generate documentation .,cool_1
330,cool,She breathed in the cool lake water .,cool_2
331,cool,"But not only that , the cool piece also doubles as a sea .",cool_1
332,cool,"In March of 2013 , the City of Los Angeles Department of Building and Safety got a directive from Mayor Villaraigosa to begin drafting new regulations requiring cool roofs throughout the city .",cool_2
333,cool,And especially in those hot temperature days you will be wanting something cool and refreshing to drink .,cool_2
334,cool,Kids bedroom designs teenage furniture for small rooms ideas ikea childrens fabulous wallpaper adds color and pattern to the cool toddler set view in gallery design shawback twin sets .,cool_1
335,cool,It&apos;s nice and cool now but promises to be a stinker later on .,cool_2
336,cool,They think it ’s really cool to have an American on the team .,cool_1
337,cool,"To Moscow , for example , relatively cool in Moscow early July , high temperatures at noon , 28 degrees -30 degrees , cool morning and evening , is recommended to bring long - sleeved clothing , long pants , and bring a jacket , it is quite cool after the rain .",cool_2
338,cool,Any type of cool devices to create computer animated GIFs ?,cool_1
339,cool,"well , by being Mitt Romney , and Obama lost by being a caricature of his cool distracted professor alter - ego .",cool_1
340,cool,"GTA IV : San Andreas is a cool mod for GTA IV which allows you to play enjoy the mystic city of San Andreas , the fantastic city that gave us hours , hours of gangs fun .",cool_1
341,cool,"Seal and store in a dark , cool place for at least a month before using .",cool_2
342,cool,Apply cool water or ice packs to the skin to lower your body temperature .,cool_2
343,cool,It is designed with a flared frame and cushion leading amrests in a cool cobblestone grey .,cool_2
344,cool,Great cool present for my bro !,cool_1
345,cool,"We moved to a new place , a cool 3 - level townhouse with a fireplace in the library , big stairs , and big windows .",cool_1
346,cool,It 's so cool that you got featured !,cool_1
347,cool,"When it 's sizzling hot , the modern 15000 BTU a / c unit will keep the family cool and fresh ; and when it 's cold , everyone will be toasty and warm , thanks to the efficient 35000 BTU furnace !",cool_2
348,cool,And no browser today has a cool lightning action like Archane does .,cool_1
349,cool,"Pre - Grizzly Mitch Franklin showed off some cool spots , although the rana into the corner was a bit ugly , but this was mostly a squash for Jimmy .",cool_2
350,cool,"You can either wrap each blade in a different colour to get the cool effect below or wrap the inside part of each blade in one colour , the middle part of each blade in a different colour and the outside part of each blade in a third colour , to end up with the fan spinning a rainbow like circle .",cool_1
351,cool,"The climate is cool and dry and steep , scenic mountain slopes surround the lake .",cool_2
352,cool,I think it 's cool .,cool_1
353,cool,"Here ’s a cool shorty from Mexico , focused on the boats that take fly fishers to the flats .",cool_1
354,cool,"We were able to catch the last couple days of warm weather before fall officially hit , and after a very long , hot , humid summer , the rain , and crisp , cool air felt great !",cool_2
355,cool,"That was just the cool part , the really cool part ?",cool_1
356,cool,It does look like a cool and beautiful palate .,cool_1
357,cool,"It ’s a really cool place that as you can imagine at this time of the year in Death Valley , it really was n’t so cool temperature wise .",cool_1
358,cool,"garage parking sensor acegamersinfo garage parking sensor garage stop signal safe parking sensor flashing lights new striker garage parking sensor , mesmerizing garage car stop lowes goodlyfenet mesmerizing garage car stop stopper lowes , garage car stopper lowes ergarageservicesinfo garage car stopper lowes garage car stopper homemade garage car stop garage car stopper , lowes garage doors keep garage cool how to keep garage cool garage lowes garage doors garage door insulation kit garage door insulation kit garage door insulation panels concept lowes garage , garage dehumidifier view garage dehumidifier amazon pbjwizcom garage dehumidifier , best garage parking aid garage stop light home garage parking assist best garage parking aid garage parking aid car stop , garage lowes garage doors awesome decorating cheap garage door garage lowes garage doors fresh decorating nice brown wall garage door seal lowes and lowes , garage for car his dream car garage contemporary garage garage car garage for car move in stuff in garage cartoon image garage for car , portable work bench lowes image of workbench takedanielwinfo portable , genie garage door opener parts lowes genie screw drive garage door related post , garage door bottom weather seal replacement kit fits up to garage door bottom weather seal replacement kit fits up to garage door or two .",cool_2
359,cool,Decorated in cool grey tones means any furniture colour pallet will fit without clashing !,cool_2
360,cool,Glad to meet you ; Billy is a cool guy .,cool_1
361,cool,"As we started practicing the times tables , I remembered this cool trick I 'd learned years ago .",cool_1
362,cool,"It provides you the cool air you need for a more comfortable feeling , and when it comes to air conditioners the Koldfront PAC1401W Ultracool 14,000 BTU Portable Air Conditioner is the best choice .",cool_2
363,cool,We do some pretty cool stuff .,cool_1
364,cool,"Hoy – True , I was a bit apprehensive about doing the first trip just because I did n’t know what to expect , but once I did it , I was so stoked not only with the waves and the resort , but with all the cool people I met and the good times we had .",cool_1
365,cool,"I will say , though , that most birders I know like being surprised by really cool phenomena , whether or not feathers are involved .",cool_1
366,cool,"If you look through paint samples , you 'll find tan colors with both warm and cool hues .",cool_2
367,cool,"A human being capable to talk things to the face of the main responsables of this , and not to look somewhere else to evil Porsches … the ambition of the world economies are so big that they do n’t care about the people ( Elysium ) … and then we are supposed to put on green glasses to pretend the solution is to be Vegan , do Yoga and look cool … there are no Gandhis any more that speak the truth for the good of all mankind not to look cool but to be true to your self !",cool_1
368,cool,They offer equally as cool hostel rooms at just as affordable prices .,cool_1
369,cool,"Today 's recipe is a refreshingly cool drink to beat the heat , Watermleon Lemonade .",cool_2
370,cool,"Boy , I ’d love it if my mom could carry me around in such a cool tote … too bad",cool_1
371,cool,"I 've had the shoes for many years , so it was pretty cool when I realised what a good match they were !",cool_1
372,cool,"The cool part about events is that as multiple people take pictures , and as long as they ’re members of the event , every photo they take will be shared to the Event stream .",cool_1
373,cool,"This new trick is so very cool that when he 's not doing it in his crib , he will run around the house and hide from me as he snorts .",cool_1
374,cool,"It is a relatively cool and faint star , approximately one tenth the mass and diameter of SoVran or approximately 30 % larger than the planet Jupiter .",cool_2
375,cool,"While that ’s a cool little nugget of information , it ’s also incredibly actionable .",cool_1
376,cool,beautiful night quotes : I want to be the cool night breeze which gives you goosebumps as you sleep .,cool_2
377,cool,"An awesome way you can earn a living and learn about the travel industry , while gaining an NVQ and certificate in travel services ( including a shed load of cool perks to boot ) .",cool_1
378,cool,Vibrating Fluid Bed Dryers – cool and dry a wide range of material types at a variety of feed rates .,cool_2
379,cool,"Anyway , even though not truly permanent , this would be really cool technology if it were possible !",cool_1
380,cool,This is a cool section .,cool_1
381,cool,"No I have never used the clip the way it is advertised on the streamlight website I have never clipped it to my cap , but having the option is cool I guess .",cool_1
382,cool,"Two of my favorite rooms in the home are also down here , including the media room ( with a cool framed flat - screen television ) and an exercise room , which I 'd love to have in my own home .",cool_1
383,cool,"Bellow , you can check a showcase of 10 cool yellow shower curtain designs which could serve as an inspiration .",cool_1
384,cool,Window units are easier to install and remove during cool months whereas in - wall units are larger but still can be removed and the hole in the wall can be sealed during the off - season .,cool_2
385,cool,A really cool place to visit for a few drinks and food with friends and family .,cool_1
386,cool,It 's very cool because you do n't need to spend money to get a different things in the game .,cool_1
387,cool,"The rainy season here in Mexico City is in its last days , and the change of weather brings nice , cool temperatures for the fall !",cool_2
388,cool,"This 3 - drawer organizer gives you that , and it has a very cool minimalist look that does n't take up too much of your closet or room .",cool_1
389,cool,"And , if your child is more the violin type ( that ’s cool too ! )",cool_1
390,cool,"The garden tower was proposed to be a fabric structure that visitors could ascend to a top platform for an overview of citywide environmental and resource issues , and then descend down through the cool air inside the tower to the garden below .",cool_2
391,cool,"The most popular color of the Bengal is the brown / black tabby , a lackluster description for coats that can be anywhere from a cool grey to vibrant shades of golden , bronze , copper or mahogany with spots or marbling ranging from rich browns to intense black .",cool_2
392,cool,"Starting out as a pretentious too - cool - for - school type who constantly drops names of various philosophers ( while not quite getting their ideas right ) , the powers give him a new found confidence and an ironic doorway to the movie - tale life he seeks .",cool_1
393,cool,sink guard kitchen sink splash guard sink guard splash guard for sinks splash guard for sink n cool corner sinks stainless steel sink guard kitchen island sink splash sink guardian review the ferryman .,cool_1
394,cool,"Designed to get wet , our USP 50 + Quick - Dry bucket hat in Bright Pink will keep your baby or toddler cool and safe from the sun .",cool_2
