target,sentence,label
hard,"This is often rather [hard] to do whenever you are as close to your own work as you need to be , and this is also an optimum period to maximize composition aid .",hard_1
hard,"Should it come to pass that the SS - N-25 eventually comprises a major part of the DPRK ASCM inventory ( courtesy of the Russians ) , a [hard] problem just got harder .",hard_1
hard,"The goal , in essence , is to earn an opportunity to put a [hard] hat on and go back to work next week .",hard_3
cool,"Designed to get wet , our USP 50 + Quick - Dry bucket hat in Bright Pink will keep your baby or toddler [cool] and safe from the sun .",cool_2
cool,"The song has a [cool] enough vibe to keep me engaged for a quite a while , but then really hooks me with an unexpected turn of events about four minutes in , when the vocals drop away , the underlying syncopated beat is stripped down and brought forward , and , then , almost gloriously , an array of real instruments , including horns and strings , are added to the mix , beautifully accentuating the unusual chords and intervals that have characterized the song all along .",cool_1
cool,"This look , to me , feels like we ’re talking to a [cool] technology company that ’s about to launch an amazing new product .",cool_1
hard,"The first step in recovering from a data loss is to ascertain whether the loss is a result of a physical [hard] drive failure , i.e. broken hardware ; or , a logical drive failure , i.e. corruption or loss of File System .",hard_3
hard,"Because of the practical difficulties of obtaining [hard] project - specific defect data , an approach was taken that relied upon accumulated expert knowledge .",hard_3
cool,"I always thought it would be [cool] to combine translation memory , machine translation , and artificial intelligence .",cool_1
cool,"After I unpacked it , my first thoughts were : # 1 - Pretty [cool] green sparkle finish and , # 2 - The thing is a MONSTER ! ! !",cool_1
cool,That 's so [cool] that SteemFest used the big banquet hall !,cool_1
cool,Come [cool] down at the water playground on a hot summer day .,cool_2
cool,"After that we walked around downtown , went in some [cool] shops .",cool_1
hard,Bringing top performers in early to the content creation and employee learning processes can serve as a tangible reward for all of their [hard] work — as well as hands - on introduction to the managerial stratosphere .,hard_2
cool,Every anime fan will love this [cool] pixel art anime coloring game .,cool_1
cool,It ’s also really [cool] to see people you know be apart of the production and give back to the community .,cool_1
hard,"Thanks to you for the [hard] work , and to all your colleagues also .",hard_2
cool,Very [cool] giveaway .,cool_1
cool,The Clickfunnels Digital Table Rush affiliate program pays out 40 % recurring commissions for each referral you make and you can win [cool] prizes like $ 500 towards your own dream car as soon as you hit 100 active referrals .,cool_1
cool,"A human being capable to talk things to the face of the main responsables of this , and not to look somewhere else to evil Porsches … the ambition of the world economies are so big that they do n’t care about the people ( Elysium ) … and then we are supposed to put on green glasses to pretend the solution is to be Vegan , do Yoga and look cool … there are no Gandhis any more that speak the truth for the good of all mankind not to look [cool] but to be true to your self !",cool_1
hard,"# 62 , I agree , I do n’t really know w/ Lehr ( but based on his stats , I do agree ) particularly , but the whole concept that it ’s [hard] to find starting pitchers , especially # 5 quality pitchers is getting annoying fast .",hard_1
cool,How [cool] are these Mambi chipboard stickers - my new favs !,cool_1
cool,It was really [cool] to have this group of diverse young people talking about finance in an open way .,cool_1
cool,Very [cool] .,cool_1
cool,"A chrome Lokar shifter rises to within easy reach of the driver and wears a matching leather boot , and the Chevy - branded billet steering wheel also ties into the color scheme with its leather wrapping and sits in front of a stellar dash area that features an assortment of white - faced TPI - Tech gauges , as well as quartet of in - dash vents to bring [cool] air into the cabin via a climate control system that 's functioning at its best .",cool_2
cool,The [cool] pattern of dovetails is what makes them so valuable .,cool_1
hard,"Doina took her time and the design that emerged from all her patience and [hard] work was incredible , well beyond what I had anticipated .",hard_2
cool,The question they pose in this spot is n’t one that has been asked very much and I think it is a great question and a [cool] sureal way to show what the world would be like without progression .,cool_1
cool,"Many of them are very [cool] additions for your phone , but there ’s also a fair share of low quality ones .",cool_1
hard,"A "" cookie "" is a small file placed on your computer 's [hard] drive by the Web server .",hard_3
hard,"If you use the custom printed post - it notes , you would not find it [hard] to identify the post - it notes .",hard_1
cool,"This post of "" 40 elegant [cool] bedroom paint ideas "" was published on 08 - 08 - 2018 by jonshon .",cool_1
hard,"And all those other lessons which seem to have been stored away in some sort of very [hard] to access holding area seem to have poured into my HQ like marbles clunking noisily , but pleasingly , one by one through a funnel in a marble run .",hard_1
hard,"When you see this type of high quality wedding fashion up close , you understand why it is so common to rent these garments for weddings because they are just so [hard] to come by !",hard_1
cool,Protect your arms and your ink from the harmful effects of the sun and stay [cool] with these muscle compression sleeves featuring stunning tattoo designs as well as an array of solid colors .,cool_2
hard,"Jaw crusher is suitable for crushing a variety of soft and [hard] ores and rocks , whose largest compression resistance is under 320MPa .",hard_3
hard,"But if you set a lot of global - hotkeys , it could be [hard] to remember them and to use fast .",hard_1
cool,"Lord Stranleigh met them within the hall apparently [cool] and unexcited , there ’s nothing to do .",cool_1
hard,It 's [hard] to provide a good review and notice something is missed on an engineering report if you have no background in engineering .,hard_1
hard,It can also be [hard] to determine color and quality at this stage .,hard_1
cool,"Results 122 of 22 ... 15 litre container28 results from brands simplehuman , honey - can - do , milton , .... water [cool] for many hours made of food grade material racer insulated water coolers .... need price including air shipment to canada .",cool_2
cool,"And after few songs I realised that it 's practically impossible to watch his movements , so I switched to watching the [cool] guitar skills of Karl Sanders or of the bassist Chris Lollis .",cool_1
hard,"However , when your boss says it ’s day when it ’s night , it ’s [hard] to trust whatever else follows .",hard_1
hard,It can be [hard] to keep employees engaged and make sure that the company environment is enjoyable .,hard_1
cool,"It � s a [cool] idea , especially since all of the icons , locations , and even the graphics change afterward , but really it � s just changing the fluff of what ...",cool_1
cool,"With the allure of [cool] days and pumpkin - everything , there ’s only so much more I can take of ice water and chopped salads for dinner .",cool_2
cool,A really [cool] place to visit for a few drinks and food with friends and family .,cool_1
hard,"Each time a [hard] drive assignment is made , the system updates the config / disk.cfg file to record the assignment .",hard_3
cool,Enhance your truck with superior upgrades to maintain the environment [cool] and enjoyable for everybody .,cool_2
hard,"I wear a sun hat in the warmer months when I 'm outside for more than 5 minutes at a time , and I am diligent about getting sunscreen on the kiddo - but I just have a [hard] time with it .",hard_1
cool,She breathed in the [cool] lake water .,cool_2
cool,Convey your kitchen into the 21st century with the most recent [cool] electronic devices .,cool_1
hard,It is [hard] to justify interrogating an Israeli Holocaust survivor on the pretext of security or law enforcement .,hard_1
hard,"First and foremost , we would like to thank Lisa Bramhall , Sam Mazzola and the Rock - a - Bye Committee for all of their [hard] work .",hard_2
cool,""" Like oh my god this phone is so totally [cool] like it says Prada and stuff , like oh my god !",cool_1
cool,"What happened to the [cool] , Fall weather ? ? ?",cool_2
hard,"Do not make any payment using Western Union or Moneygram – they are extremely [hard] to trace , so scammers love it .",hard_1
cool,I got a BS in Economics and Political Science from TAMU and a [cool] watch from my dad ( on the right . ),cool_1
hard,"For example most hard disks that have a partition table but do n't yet have an operating system installed will still have a valid boot sector , and when that boot sector is executed , it will display a message something like "" BOOT DISK FAILURE , PRESS ANY KEY "" , and wait there "" forever "" until a key is pressed , after which the bootstrap code that was loaded from the hard disk will again attempt to boot from the same [hard] disk ad infinitum until the guest is manually restarted .",hard_3
hard,"It was [hard] for me to see because it was n’t an individual I was angry at , it was 80 % of evangelicals that voted for him , many of whom were my friends and family .",hard_1
cool,"We 're one of the few places in the US where you can get these [cool] tasting peppermint mints , so order them today .",cool_2
cool,There is a definite electronica texture and this is quite a [cool] piece of music – and one that stands out nicely from the rest .,cool_1
hard,"And , if you 're like most moms , it 's [hard] to find the time to become a competent player .",hard_1
cool,"After the fabric paint dries , you may use a black fabric paint to write [cool] things on the shirt such as ‘ ’ my kids walk all over me ’’ .",cool_1
cool,These tubes are made from synthetic fibers and can deliver [cool] air to a room without causing a draft .,cool_2
cool,The staff is [cool] and helpful .,cool_1
hard,"It is [hard] to diagnose , and hard to explain to people .",hard_1
cool,"You can find out millipedes living in moist , humid and [cool] environment .",cool_2
hard,Are we ready for the [hard] times ahead ?,hard_1
hard,It was [hard] not to sample them after they ’d come out of the oven because they smelled incredible .,hard_1
hard,“ I was on the side of the road in the gutter stretching and I just thought about all the [hard] training I ’d done .,hard_1
cool,How [cool] is that ? !,cool_1
hard,The [hard] tacos are another excellent choice ( $ 2.99 ) .,hard_3
cool,"So before the [cool] weather arrives , make a batch of these Lemon Raspberry Buttermilk Popsicles and celebrate the remaining days of summer in style !",cool_2
cool,"We moved to a new place , a [cool] 3 - level townhouse with a fireplace in the library , big stairs , and big windows .",cool_1
hard,Clicking on the drop down box reveals all the unassigned [hard] drives in the sytem .,hard_3
cool,Drop by our Booth # 4001 and try out all the [cool] tools !,cool_1
hard,When I saw the picture itself I could understand why my client had had such a [hard] time viewing and photographing it herself .,hard_1
cool,"If secure gaming is the one thing you are most worried about , Ruby Fortune Casino will never disappoint you , keeping it [cool] and safe at any point .",cool_1
hard,"As a farmer , it ’s pretty [hard] to get anywhere without a car .",hard_1
cool,"Hoy – True , I was a bit apprehensive about doing the first trip just because I did n’t know what to expect , but once I did it , I was so stoked not only with the waves and the resort , but with all the [cool] people I met and the good times we had .",cool_1
cool,Remove and when slightly [cool] place in a grinder or blender .,cool_2
hard,Had a [hard] time hearing the instructor,hard_1
hard,"Maybe you will find it hard to part with all those useless items , so it ’s best to leave the pros to do the [hard] work .",hard_1
hard,I have a [hard] time imagining a literary world where Austen 's Mr. Darcy does n't exist .,hard_1
hard,"The lighting designer had too much of a fondness for shadows , IMO , which made it [hard] to read the actors ' lips occasionally , but that was only very occasionally necessary — in general , despite not using mics , everyone was easy to hear and understand .",hard_1
hard,It 's [hard] to believe the last update was 5 years ago .,hard_1
cool,so there was flappy bird game and started to play it and it was a very [cool] and after the game I got a certificate .,cool_1
cool,And then she got to grow in her range as she got older which was [cool] to see .,cool_1
cool,"Not only is the playing and singing faultless , it 's a [cool] video as well .",cool_1
hard,"It is hand carved circular disk , made from a green hard stone , carved applied [hard] stones , carnelian , amethyst , agate , and a glass gold stones .",hard_3
hard,"Marie , Ontario Dubas says his family was accustom to [hard] work , in fact , they did n’t have to look far for inspiration .",hard_2
cool,It 's 94 % humidity and a [cool] 21 degrees Celcius .,cool_2
cool,"For a way to stay fresh and [cool] , get this Casual Women 's Top offered by Madame .",cool_2
cool,"On Saturday you will receive your ticket allocation for the shows , your very [cool] looking printed posters and we ’ll launch all of this year ’s recordings live on Soundcloud .",cool_1
hard,"But yet when I think of big data , its advantages still seem [hard] to quantify .",hard_1
cool,What a [cool] idea !,cool_1
hard,"Highly recognized as the go - to company for Hoffman Estates Tile and Grout Cleaners , Sir Grout specializes in several premium Hoffman Estates [hard] surface restoration services .",hard_3
cool,beautiful night quotes : I want to be the [cool] night breeze which gives you goosebumps as you sleep .,cool_2
hard,It is n't seasonal and when it hits it hits you [hard] for about 3 - 5 days .,hard_2
hard,I still need practice with my gun but its [hard] to practice with no ammo .,hard_1
hard,"The understanding of factors that control biomineralization has greatly advanced in the last decades , due to the in - depth characterization of the organic and inorganic components that constitute numerous biological [hard] tissues at different scale levels ( Weiner & Traub , 1980 ; Fritz & Morse , 1998 ; Blank et al . , 2003 ; Marin & Luquet , 2004 ; Robach et al . , 2005 ;",hard_3
hard,"If you prefer [hard] media , the same sliding scale applies to CDs costing between $ 11 and $ 24 .",hard_3
cool,Let [cool] for 10 minutes before filling .,cool_2
hard,"If your loved one has a [hard] time rising in the morning , do n’t compound the challenge by booking the first appointment of the day .",hard_1
cool,"If you ’ve always wanted to own one , but either ca n’t find it online or ca n’t afford what collectors are asking , an unbranded Graffiti Cocktail Shaker can be found online for a [cool] $ 20 .",cool_2
cool,"Thus , coming to the new environment , I am so eager to meet [cool] people here and be friends with them .",cool_1
hard,"Stellar Disk Wipe alternative is your best choice destroy and wipe your sensitive data before you resell , donate or give away your computer , [hard] drive , USB , external hard drive , digital camera , etc .",hard_3
hard,You may have a [hard] time getting up to speed early this morning .,hard_1
hard,"I agree , [hard] work putting your self out there like that ! !",hard_1
cool,"The garden tower was proposed to be a fabric structure that visitors could ascend to a top platform for an overview of citywide environmental and resource issues , and then descend down through the [cool] air inside the tower to the garden below .",cool_2
hard,"A sophisticate minded trendy bar , Marcus ' Martini Heaven in Seattle pours every drink into a sometimes [hard] to imbibe from martini glass and their extensive list runs the gamut of every conceivable liquor with Marcus ' extremely busy bartenders being well versed in every concoction .",hard_1
hard,"CAP say a three - year - old Defender 90 [hard] top with 30,000 miles was valued at £ 11,600 average trade price last June and now the equivalent aged model is £ 12,300 .",hard_3
cool,"As the [cool] and sometimes wet winter weather rolled in , many riders chose to stay home , but by spring 2001 , as many as 80 bikes came out each Wednesday and the gathering was officially named the San Fernando Valley Bike Night , or SFV Bikenight for short .",cool_2
hard,"Hard times like that I often remember something Jean Paul Sartre said , that in hard times art , literature found a way to thrive ; but Jean Paul Sartre was referring to the Nazi occupation in France when he was talking about [hard] times and even during that occupation there was something physical .",hard_1
cool,"The [cool] location was not the only unique aspect , rather more the kaleidoscopic - type line up .",cool_1
hard,It was [hard],hard_1
hard,"They just want to know there ’s a bright future for their sons and daughters , with whom they share a warm group bath after a [hard] day ’s work , just like I do .",hard_1
cool,Another [cool] part of the stickers is that the user can take a picture of their masterpiece and it will be saved to the camera roll .,cool_1
cool,"What a [cool] name for a Toastmasters club , I thought .",cool_1
hard,"This is a moisturizing gel to be used when paw pads have become dry and rough or during periods when the surface tissue in paw pads tends to become [hard] , such as the dry winter season .",hard_3
hard,""" It 's [hard] for anybody to match up with him , his overall skill set , his baserunning , arm strength , ability to throw off balance -- you just keep going down the list of things he can do that on other teams , maybe one guy can do one or two of these things but not anybody can do all of the things he can do , "" Maddon said .",hard_1
cool,One [cool] feature of docstrings is that Python can use them to automatically generate documentation .,cool_1
cool,She 's so [cool] as Rita Vrataski .,cool_1
hard,"All the [hard] work is done , new flooring , renovated kitchen and bathroom , 3 outdoor areas , all done to perfection .",hard_1
cool,As someone who follows a lot of trends in food it ’s [cool] to see that RITZ Crackers stays on - top with lots of new inspiration and creativity .,cool_1
cool,"Prefers moist , fertile , well - drained soils and [cool] climates .",cool_2
hard,"Note that competitor data may be [hard] to come by , so it may require looking at comps in a similar or equal product category .",hard_1
cool,I think it 's [cool] .,cool_1
hard,Even if you think you know sometimes it can be [hard] to find the perfect home .,hard_1
hard,It was [hard] to convince them to stop even after the adults had gone into the hall to enjoy a delicious lunch of homemade soup and bread rolls .,hard_1
cool,"Created using some really [cool] stick like seeds and large Kukui Nuts with Mother - of - Pearl beads , sparkling Swarovski Crystals and a touch of Sterling Silver .",cool_1
cool,""" If we can make this block a [cool] place to hang out , if you can come here and see your friends and get a drink or something to eat , if there are things going on this block like our bike rides , then our business will do fine , "" Josef Bray - Ali said .",cool_1
cool,"I had to gain some weight for the role , so the hardest part was trying to look [cool] while running and not look totally exhausted .",cool_1
hard,"I appreciated your [hard] work and time you spent with us , the documents , and tough love too .",hard_2
cool,Her Beet roots look [cool] with the darker veins in the leaves .,cool_1
cool,"Pro tip : While most people know New Brohemia as the place to get [cool] pearl snap shirts and leather cowboy boots , they do n’t know about the shop ’s large selection of plus - sized and extra large clothing .",cool_1
hard,The street children have known no other life except the street ; they do not go to school and they grow up the [hard] way on the streets .,hard_1
hard,"In fact , we have one of the largest mobile [hard] drive shredding operations in the nation .",hard_3
hard,"But like most things , there are many die [hard] opinions that were formed many years ago , and become less relevant as time goes by and things develop .",hard_2
hard,"Only [hard] copies : Stradivari ’s Genius by Toby Farber ( which I ’m reading again for the third time ) and The Silmarillion by J.R.R.Tolkien ( which is hauntingly beautiful and despite having read it several times , I can never put it down ) .",hard_3
hard,"My wife was in agony already , and it was really [hard] to watch her go through the pain of contractions .",hard_1
hard,"When he came to the battle , the Pawnees were having a [hard] time , because the enemy were so many .",hard_1
hard,"Engine stalled a few times , [hard] to start etc .",hard_1
cool,Click here to see all the [cool] products they offer .,cool_1
hard,"Why not learn from others , get advice and guidance , and leverage the wisdom of others gained the [hard] way ?",hard_1
hard,"Here ’s a shot that mixes [hard] light , soft light and continuous light effectively .",hard_2
cool,We saw this [cool] Sol LeWitt wall at MASS MoCA .,cool_1
hard,"In this way , in the event that you have to duplicate documents bigger than 4 GB , you have to verify that the record framework on the [hard] plate you are replicating to is NTFS and not FAT32 .",hard_3
cool,The raft stops along the secluded beaches of the Colorado river to give you a chance to swim or paddle in the [cool] clear waters .,cool_2
cool,"That looks great Room 15 , the ANZAC art is so [cool] and I love the dyed backgrounds .",cool_1
cool,"Rachael : Walking out was so [cool] because we had all the [ support] … [the ] crowd was there , cheering us on , it was a whole different atmosphere than J.O , being able to have my team at my back .",cool_1
hard,Film of paint : [hard] and easy to sand - ideal for racing boats and speed boats .,hard_3
cool,"I have left a few ships damaged for a while ( Concord from RV being the main one I remember ) – as long as you can see the cannon die marking and there ’s some sail , it can almost look [cool] like the ship is just permanently damaged ( depending on the break of course ) .",cool_1
cool,Interior designer Rachel Goetz found this [cool] watercolor - like design from Anthropologie .,cool_1
hard,"I feel valued , appreciated for my [hard] work , and I know I ’m part of a team .",hard_2
hard,"These new ones feel a little flimsy and the grip is longer , making it [hard] to balance the larger cups and pour without spilling , particularly if you have small hands .",hard_1
hard,"A great start , but when another England chance to score went begging , still in the opening 10 minutes , in the face of [hard] New Zealand defence in the ' red zone ' , it set the alarm bells clanging ..",hard_2
cool,One [cool] thing we learned while talking to our waitress is that the owners of the restaurant grow a lot of their own vegetables on their own property .,cool_1
hard,"They have a very [hard] time figuring out that technology can sometimes have unexpected bad consequences , not to mention fully intended bad consequences like putting people out of work .",hard_1
hard,"Using a shovel or an axe , small holes are dug into the [hard] ground and filled with compost .",hard_3
hard,You do n't have to break the skin .. just [hard] enough to get your point across being - biting hurts- they will get the message .,hard_2
cool,Jim Laurent over at Sun has a really [cool] post over on his blog about using a VMware Fusion hosted Solaris 10 virtual machine to play around with the open source ZFS file system and a trio of USB sticks to make a poor - man ’s Raid - Z array using USB sticks instead of actual hard drives .,cool_1
hard,"Another steep technical section , over a stream , and up a [hard] hill .",hard_1
cool,"It is a relatively [cool] and faint star , approximately one tenth the mass and diameter of SoVran or approximately 30 % larger than the planet Jupiter .",cool_2
cool,"Angus and his family sold up the family farm in the highlands of Scotland and journeyed to Gladstone , Wairarapa where they planted their dream on a farm with stony soils and the [cool] but predictable climate that the region offers .",cool_2
cool,"A soft new carpet makes all the difference in the home , especially on those [cool] mornings .",cool_2
cool,But let ’s go back to when some rally [cool] stuff was performed .,cool_1
hard,"An Archive and Install will NOT erase your [hard] drive , but you must have sufficient free space for a second OS X installation which could be from 3 - 9 GBs depending upon the version of OS X and selected installation options .",hard_3
hard,"If you ’re spending most of your time bouncing between RV parks it should n’t be too much trouble , but think long and [hard] about what you want to do on the road .",hard_2
cool,They are all looking for a awesome online partner to share some giggles in a [cool] chat conversation .,cool_1
cool,"The atmosphere was mellow , the music even mellower , and there were just all round chill vibes emanating out of Flyrite that evening ( which just made me want to lay on the [cool] grass , looking up at the stars , somehow surrounded by vanilla - caramel incense ) .",cool_2
hard,"The hard Brexiteers , for all their media ubiquity , just do n’t have the numbers in parliament for a [hard] Brexit .",hard_2
hard,"Bruce Lee once said that I pray not for an easy life , but the ability to endure a [hard] one !",hard_1
hard,"A smaller business may simply back up files to a CD or external [hard] disk , or a larger one may back them up to a redundant storage server .",hard_3
cool,Check out the [cool] discounts and be summer ready .,cool_1
hard,"I hit hard , [hard] enough for the breath to be knocked out of me .",hard_2
hard,My mom was trying to decide how long she should let it go before she took him in to the vet and make some really [hard] choices .,hard_1
hard,"When they are finished grilling , it 's [hard] not to just skip everything else and just eat these on hoagie rolls !",hard_1
cool,"I am not sure who decides what is [cool] these days but the CE has been boasting these capabilities in small mobile devices for a while , it seems to me that marketing , and primarily , hype is even more relevant than the product itself .",cool_1
cool,You 're already paying a lot of money just to go on this trip and buying a lens dedicated to one vacation is a little crazy ( but [cool] as hell ! ) .,cool_1
hard,It ’s just [hard] to take advice from out of shape broken down people .,hard_1
hard,"Although I ’m more of a dog person , I could sympathize with the [hard] life experienced by the stray cats and I was rooting for Billy to help find a solution .",hard_1
hard,Winter ’s cold temperatures and icy conditions can be [hard] on your vehicle .,hard_1
hard,"If your organisation is n’t skilled in innovation adoption , the regenerative business journey can become extremely [hard] work .",hard_1
hard,"“ Care Kits ” containing [hard] candy , a coupon for free coffee at the Refuge Grill and information about the Wyoming Quit Tobacco Program will be available at the Community health Information ( CHI ) Center , Emergency Room Admitting and at the Patient Access Desk for those having a hard time not using tobacco products while on the campus .",hard_3
hard,"Be that modern , power , thrash and progressive metal - but also [hard] rock fans .",hard_2
hard,"Many mergist Wikipedians believe in merging as a matter of principle , because merging the content is less polarizing than [hard] inclusion or hard deletion .",hard_2
hard,"It can be [hard] to complete the day ’s duties in a standard eight- , nine- or 10 - hour day .",hard_1
cool,"Our midwife thought it was really [cool] and said a little message to the baby on the tape , too .",cool_1
cool,The Opolis is such a [cool] music venue and Tyson was right in his element .,cool_1
cool,"Insulating , they act as a thermoregulator for your temperature , so that your skin remains [cool] in summer and warm in winter .",cool_2
hard,Please join with us and celebrate and congratulate the [hard] work that has brought these lovely women to this day !,hard_2
hard,In House Gas co - owners Alison Patrick and Edna Sinclair believe they are in a position to capitalise on the [hard] work they have put in since assuming control .,hard_2
cool,"To ensure the maximum stand traffic possible , many will include fresh , new acts ; super [cool] schotzkes ; celebrity appearances ; market segment leaders with dynamite presentations ; and super - rehearsed / super - polished product / service demos .",cool_1
hard,The two halves should be able to stand upright because of the box of [hard] rubber surrounding them .,hard_3
hard,"Once the summer happens , it almost becomes [hard] for each of us to bear the heat of the season .",hard_1
hard,"IRA has an extensive background in business development , business and marketing plans , business consultation , debt and equity private venture transactions along with traditional and [hard] money and venture capital raise ups .",hard_3
cool,The Myers piece appears to have been given a [cool] reception on Twitter .,cool_2
cool,It 's not as [cool] as I thought it might be this time of the year .,cool_2
hard,"But as anyone who has ever suffered the heartbreak of a [hard] drive crash or tried to watch home movies recorded in a now obsolete format knows , there is a dark side to storing information digitally .",hard_3
hard,"One to Watch ( Lakers ) – With the spotlight on James for his home debut in Hollywood , it will be [hard] for anyone to take their eyes off the four - time MVP .",hard_1
hard,Is it so [hard] to find the “ little guy ” website full of relevant information and not just another landing page full of ads masquerading as that which our heart desires .,hard_1
cool,I wish it was [cool] enough to wear a sweater !,cool_2
hard,"The only downside is , it is [hard] to learn everything .",hard_1
hard,"When it ’s to do with economical roofs , it is [hard] to beat the purchase price of flat roofs .",hard_1
hard,"The advantage these robots will have over human labor is that they will easily be able to work in a zero gravity , high radiation , [hard] vacuum environment without the need for relief or special equipment .",hard_2
cool,Besides the obvious allures — spending time at the pool is fun and a great way to keep [cool] in the warmer weather — there are many documented reasons why swimming is an excellent way to increase your overall physical conditioning .,cool_2
cool,Very [cool] ice photos !,cool_1
cool,"The Daily Mail reports that Simpson sold the rights to Maxwell ’s first photos for a [cool] $ 800,000 .",cool_2
hard,"Simply remove your CD - ROM / DVDRW drive and put the laptop caddy ( with the added [hard] drive ) in it 's place , then there are two hard drives in laptop .",hard_3
cool,Try pairing an Amiri leather appliqued camouflage print cotton canvas jacket with a black skater skirt if you 're hunting for an outfit idea for when you want to look casually [cool] .,cool_1
hard,I know we talked about [hard] inquiries and how they can bring your score down .,hard_3
cool,"When [cool] , tough Chris Rush drifts into the gang , Mog finds a hero and a best friend .",cool_1
cool,Mrspalmreader - Leopard facts [cool] kid facts .,cool_1
cool,"To Moscow , for example , relatively [cool] in Moscow early July , high temperatures at noon , 28 degrees -30 degrees , cool morning and evening , is recommended to bring long - sleeved clothing , long pants , and bring a jacket , it is quite cool after the rain .",cool_2
cool,It ’s such a [cool] feeling when my body just kicks in and does what it ’s been trained to do .,cool_1
hard,He was trying too [hard] to make me believe what he was saying .,hard_2
cool,This [cool] earrings from Marc by Marc Jacobs is a really good if you need to pep up your everyday look .,cool_1
cool,"Mad Men is always aware of its own bigness ; it 's deep , but it 's also [cool] and crowd - pleasing .",cool_1
cool,There will be no excuses when it comes to multiple opportunities to see a really [cool] band live in person .,cool_1
cool,It ’s a pretty [cool] place .,cool_1
cool,What s up very [cool] website ! !,cool_1
hard,"With winter fast approaching , many anglers will be hanging their rods up when the first [hard] frost arrives , but what they do n’t realise is , there are many rewards up for grabs for braving the cold .",hard_2
cool,""" What word? .. I need a [cool] word to stamp ! ! !",cool_1
cool,"The climate is [cool] and dry and steep , scenic mountain slopes surround the lake .",cool_2
cool,It was [cool] to see coverage of Johnny Cupcakes in a whole ‘ notha language .,cool_1
cool,"However , if you have n’t ( it ’s [cool] – we ’re all busy ! )",cool_1
hard,"Brendan D. Murphy ’s The Grand Illusion ( TGI ) synthesizes the paranormal with today ’s [hard] science , offering to empower humanity and provide an intelligent new direction for our civilisation to move in — with us as mature beings possessing real self - knowledge .",hard_2
cool,"The use of multimedia , including texts , blogposts , and emails was really [cool] and added understanding and depth , particularly as Claire tries to learn more about her family and how her mother viewed events that occurred in the past .",cool_1
hard,"I vowed earlier in the year to get back on track with Slimming World as not to waste all my [hard] work in previous years and here I am , mid - April heavier than I have been in a long time and I do n’t like it , one little bit .",hard_2
hard,Our well - trained and experienced technicians will provide the best Hoffman Estates [hard] surface restoration services for your home or business – guaranteed !,hard_3
cool,Deltamedia.com has its own links to many [cool] sites .,cool_1
hard,Job site pics of people in [hard] hats .,hard_3
cool,"Remove the hazelnuts from the oven , let cool for a few minutes so that they are [cool] enough to handle .",cool_2
hard,This necklace makes a beautiful keepsake in [hard] times of loss .,hard_1
hard,The [hard] facts of the Grimms ' fairy tales / Maria Tatar .,hard_3
cool,"It smelled [cool] and earthy , like fresh mushrooms .",cool_2
hard,"They may also drop dough on the carpet , which is [hard] to remove and clean .",hard_1
hard,"The locals talk about a mysterious family curse that started in the times of the witch trials , and Meg finds it increasingly [hard] to know who to trust .",hard_1
cool,And no browser today has a [cool] lightning action like Archane does .,cool_1
cool,"Whether you enjoy a crisp , [cool] day , or a bright and sunny sky , Goochland offers beautiful weather no matter what season it is .",cool_2
cool,Window units are easier to install and remove during [cool] months whereas in - wall units are larger but still can be removed and the hole in the wall can be sealed during the off - season .,cool_2
hard,"By your statement , I assume a replacement VDP chip would be [hard] to come by , and so the unit would essentially be lost if the VDP were damaged .",hard_1
cool,"I 've started a collection of these garden flags for my daughter and her significant other , they think its so [cool] to see their names on them .",cool_1
hard,"Greta Van Fleet – which took its name from one of the close - knit community ’s town elders of Frankenmuth , Michigan – is a [hard] rocking quartet whose creative ambitions and achievements reach far beyond the ages of the four band members .",hard_2
cool,"The metal is always [cool] to the touch , even in the middle of the hottest summer .",cool_2
cool,"It ’s usually very [cool] and as well , jam - packed with fun for me personally and my office fellow workers to visit your web site nearly three times per week to find out the fresh stuff you have got .",cool_1
hard,The final part of this project was to write to the children to say a big thank you for all of their [hard] work .,hard_2
hard,"It 's unfortunate because it does take you out of it when it takes 10 - 20 headshots to kill another player with the assault rifles , and it 's [hard] to suspend disbelief at that point like with games set in the future with space guns and shields and the like .",hard_1
cool,"Sam now can perform a variety of [cool] new moves , has lots of new weapons , and he can highlight multiple targets at once and take them out in quick succession .",cool_1
hard,I find that it 's very [hard] to explain without pics .,hard_1
cool,"The bar has a super [cool] vibe with blue - ish , purple lighting and in classic Berlin fashiopn , some great music to go along .",cool_1
hard,Its no more [hard] to find friends or talk to new people in our well organised Moreno chat rooms as there are many interesting and like minded people organized together for the same purpose .,hard_1
hard,Writing is [hard] work that requires discipline and the right state of mind .,hard_1
hard,"Your declaration may leave an indelible mark on your credit history that is [hard] to entirely escape , but remember , you are not the only one .",hard_1
cool,These are really [cool] looking .,cool_1
hard,"In my opinion , if Max were to be clearly , distinctly more successful than me , it would indicate this business needs to take a long , [hard] look at itself .",hard_2
cool,It 's [cool] that we are both sharing page space over there .,cool_1
cool,"If you play it [cool] and pass , though , you can get a much better sale price for your home .",cool_1
hard,"However , nail polish dries [hard] and durable , and will provide a little extra protection for your matches .",hard_3
cool,but I think it 'd be [cool] if you actually rounded the edges .,cool_1
cool,Are there any [cool] mutations found in mandarin ducks ?,cool_1
